name,country_id
MATERIAL DESIGN GROUP SAS,19
MATHIEU LUSTRIERE,19
MATHY BY BOLS SA,3
MATISSE,19
MAURER SYSTEMTREPPEN GMBH,20
MAX FURS,27
MAXDIVANI SPA,27
MAXIMA STUDIO GMBH,20
MAZALLI (CC TAPIS RUGS),27
MAZZALI SRL,27
MAZZANTI SNC,27
MAZZEGA1946 srl,27
MAZZITELLI SRL,27
MAZZUCCATO SAS,27
MB SEDIE SRL,27
MB SPA,27
MD HOUSE,27
MD MOBLES SL,45
MDD OFFICE FURNITURE,40
MDM MAISON DELLOUE MAISON SARL,19
MEANDR BV,36
MEB,27
MEBEL INTERIOR DESIGN,42
MEBEL VALENCIA SPAIN,45
MECCANICHE SRL,27
MECHINI SRL,27
MEDEA SRL,27
MEDICAL TECHNOLOGIES LBI UAB,32
MEDVEDKOVO M,42
MEF,27
MEGABED,20
MEGAROS SRL,27
MEI,45
MELJAC,19
MELOGRANOBLUE SRL,27
MEMMERT,20
MENCONI PARQUET,27
MENICONI SPA,27
MENINA DESIGN LDA,41
MER SAS,27
MERCANTINI MOBILI SPA,27
MERCE BARNINI OSEO,27
MERCE VALDERAMOBILI,27
MERCUTY SCIENTIFIC INC,52
MERIDIANI S.R.L.,27
MERIDIANI SAS,27
MERIDIEN LIGHTING COMPANY,52
MERIDIEN MARKETING,52
MERLIN LIENZOS IMPRESOS SL,45
MERONI & COLZANI,27
MERONI FRANCESCO E FIGLI SNC,27
MERVE LUXSTONE MADENCILIK LIMITED SIRKETI,50
MESTRE STYLE SLU,45
META DESIGN SRL,27
METAL LUX SNC,27
METALARTE,45
METAMORFOSI SRL,27
METAPHORES SRL,27
METEORA SRL,27
METRON,50
METZ CONNECT GMBH,20
MEUBLES BERTRAND ENTREPOTS,27
MEUROP SA,19
MEYER,27
MEYRICK INTERNATIONAL,16
MEZZALUNA,27
MFTA,19
MFUK Design & Furniture Ltd,16
MG INTERNATIONAL SRL,27
MGR SRL,27
MIA ITALIA SRL,27
MIAZZO ELITE ITALIA SRL,27
MIAZZO ELITE ITALIA SRL,27
MICHAEL ANASTASSIADES LIGHTING,16
MICHAEL PRANDTL,20
MICMA TEX,27
MICOR SRO,14
MIDA FURNITURE SAS,27
MIDJ SRL,27
MIGANI SRL,27
MIKE ANTIQUES,3
MILAN ILUMINACION,27
MILANO BEDDING,27
MILANOBEDDING KOVER SRL,27
MILANTUR,27
MILLDUE,27
MINACCIOLO SPA,27
MINGOU MINXING WEAVING CO LTD,11
MINIFORMS SRL,27
MINIMUM EINRICHTEN GMBH,20
MINOTTI COLLEZIONI SRL,27
MINOTTI LUIGI & BENIGNO SNC,27
MINOTTI SPA,27
MIRA,27
MIRABILI,27
MIRAGE GRANITO CERAMICO SPA,27
MIRGROUP S.r.L.,27
MIROGLIO TEXTILE,27
MIS EN DEMEURE SPAIN,45
MISSANA TAPICERIAS,45
MISSONI HOME,27
MISTER KEBAB,45
MISURA EMME,27
MISURA EMME SPA,27
MISURA I SALOTTI,27
MISURA I SALOTTI,27
MITO 1964 SRL,27
MITSA,45
MITTEL SRL,27
MITTELICHT GMBH,20
MLE SRL,27
MM LAMPADARI SRL,27
MMM GMBH,20
MO WA DI MONTI & C SNC,27
MOBALPA KUCHEN,20
MOBEL HUBNER,20
MOBEL INHOFER,20
MOBENIA,45
MOBI CENIA SL,45
MOBIFLEX,10
MOBIL DERI,27
MOBIL DERI SRL,27
MOBIL FRESNO SL,45
MOBIL S.r.l.,27
MOBIL SPA,27
MOBILE SCAGLIONE SNC,27
MOBILEGNO CUCINE SPA,27
MOBILFLEX,10
MOBILFORM SRL,27
MOBILGAM SPA,27
MOBILI AVENANTI,27
MOBILI BERTELE SAS,27
MOBILI D ANGELI,27
MOBILI DI CASTELLO SRL,27
MOBILI VENETI PERINI SRL,27
MOBILIARIO ROYO,45
MOBILIBERICA,45
MOBILIFICIO BELLUTTI DI CODOGNOLA A.M.,27
MOBILIFICIO DAL CIN SRL,27
MOBILIFICIO FRATELLI CENEDESE SRL,27
MOBILIFICIO MARIO VILLANOVA & C SRL,27
MOBILIFICIO SAN GIACOMO SRL,27
MOBILIFICIO SANTA LUCIA SPA,27
MOBILIFICIO TRE CI SRL,27
MOBILNUOVA,27
MOBILPIU SRL,27
MOBILSEDIA 2000 SRL,27
MOBILSPAZIO CONTRACT SRL,27
MOBILSTELLA SRL,27
MOBILTREVI,27
MOBITHEM,45
MOBLES 114,45
MOBLESA - GRAN MOBLE SL,45
MOBLIBERICA,45
MODA CUCINA SRL,27
MODA MANIA,27
MODACASA ARREDAMENTO TESSILE,27
MODACOLLECTION SRL,27
MODENESE GASTONE GROUP SRL,27
MODUL FRANCE,19
MODULA SRL,27
MODULNOVA,27
MOGG SRL,27
MOHD,27
MOISSONNIER SAS,27
MOLETTA & CO SRL,27
MOLL FUNKTIONSMOBEL GMBH,20
MOLLER DESIGN,20
MOLS BOHEMIA,14
MOLTENI & C SPA,27
MOLTO LUCE GMBH,2
MOMENTI CASA,27
MON-JOCS INDUSTRIES,45
MONICA ALLEGRO SRL,27
MONOPOLE LAB SL,45
MONPAR Srl,27
MONPAS,45
MONRABAL CHIRIVELLA SL,45
MONTBEL SRL,27
MONTERO CREACIONES ARTISTICAS SL,45
MONTI MUESTRA,45
MONTRESOR & C SRL,27
MOON SRL,27
MOOOI BV,36
MORASUTTI SRL,27
MORELATO SRL,27
MORELLI SAS,27
MORELLO GIANLUCA SRL,27
MORELLO GIANPAOLO,27
MORETTI COMPACT SPA,27
MORETTI SPA,27
MORETTI SRL,27
MORFEUS SPA,27
MOROSO SPA,27
MOSAIC DEL SUR,45
MOSAICO+ SRL,27
MOTTURA SPA,27
MOYCOR VIC SL,45
MOZZO GIORGIO SRL,27
MOZZO GIORGIO SRL (Giorgiocasa),27
MP COLLECTION SRL,27
MP2 ROMA SRL,27
MPA HANDELS,20
MPWEB SRL,27
MR PETR SIPEK,40
MR.BROWN LONDON,52
MT FRANCO MARTIN,27
MTA Internationale Spedition GmbH,20
MTI,52
MUEBLES ARASANZ SA,45
MUEBLES BALLESTER,45
MUEBLES CANELLA SL,45
MUEBLES EBANO,45
MUEBLES FOMENTO,45
MUEBLES HAY SARL,19
MUEBLES LINO SL,45
MUEBLES LOVAL SCL,45
MUEBLES MARTINEZ SL,45
MUEBLES MESEGUE SA,45
MUEBLES PEREZ BENAU SL,45
MUEBLES PICO SA,45
MUEBLES VERGE,45
MUGALI,45
MUHAMMAD SHAFI TANNERIES LTD,38
MULTIFORME SAS,27
MUNICCHI CUCINE SRL,27
"MUPROGEST YECLA, S.L.U",45
MURANO DUE,27
MUSICBOXWORLD,20
MUST SPAIN,45
MUT MECCANICA TOVO SPA,27
MW DESIGN UAB,32
MY HOME COLLECTION SRL,27
MY HOME COLLECTIONS SRL,27
MYB TEXTILES,16
MYOC,45
MZ DI ZANETTI E RUINI SNC,27
Manufactura Industrial Azulejera,45
Marine Business S.A.U.,45
Markus Spieth (частное лицо),20
Mazalli srl,27
Metallgießerei Oswald Mewes,20
Migua Fugensysteme GmbH & Co. KG,20
Mobifilicio Fratelli Cenedese SRL,27
N & G SRL,27
NANI MARQUINA SL,45
NAPOL ARREDAMENTI SPA,27
NAPOLEON,27
NASONMORETTI SRL,27
NASU 303 SLU,45
"NATUCER, S.L.",45
"NATURAL FABRICS, S.L.",45
NATZZI EDITIONS,27
NEA ITALIA SRL,27
NECTAR LIVING HOME SL,45
NEFF LIVING,52
NEMO SRL,27
NEOBRONCE,45
NEOCRAFT,20
NEOFORM SRL,27
NERI SPA,27
NERIWOOD SRL,27
NERVILAMP,27
NEUTEX HOME DECO GMBH,20
NEVERSEEN PRODUCTIONS LDA,41
NEW COLONY SRL,27
NEW DESIGN PORTE SRL,27
NEW FACTUM (Botteganova),42
NEW HOME SRL,27
NEW STOCK,27
NEW TRADE,27
NEW TREND CONCEPT SRL,27
NEWAVE USV SYSTEME GMBH,20
NEWFORM,27
NEXIA,45
NEXT HOME COLLECTION,20
NEXT SRL,27
NEXTCOR SRO,14
NEXTIME BENELUX BV,36
NGOC MINH CO LTD,54
NIAKOM OY,18
NICE FABRICS SL,45
NICOLAZZI SPA,27
NICOLETTI HOME / INCOCHIC SRLS,27
NICOLINE SALOTTI SRL,27
NIERI DIVANI,27
NOAKKO DI AHMANDO NOACCO,27
NOBILIA WERKE,20
NOBILIS SA,19
NODEKO,20
NODUS,27
NOKEN DESIGN SA,45
NOLLE,20
NOMON FACTORY,45
NORR11,15
NOUVA VITALI CUCINE,27
NOVA CUCINA SPA,27
NOVA MOBILTRE,27
NOVABELL S.P.A.,27
NOVABELL S.P.A.,27
NOVABELL S.P.A.,27
NOVAMOBILI SPA,27
NOVARESI SRL,27
NOVARREDA SRL,27
NOVECENTO MOBILIARIO,45
NOVELIS,27
NOVELLINI SpA,27
NOVELLO SRL,27
NOVOCERAM,19
NOW CARPETS,45
NTZ Internationale Spedition GmbH,20
NUAR INTERIORS SL,45
NUBE snc - Paola,27
NUOVA GARBO PRESS,27
NUOVA LINEA,27
NUOVA VETRERIA RESANES SRL,27
NUOVA VITALI CUCINE SRL,27
NUOVOCORSO SPA,27
NUPI INDUSTRIE ITALIANE SPA,27
NURUS,50
NUURA,15
NYA NORDISKA,20
O&G Home & Contract furniture,27
OAK INDUSTRIA ARREDAMENTI SPA,27
OASIS SRL,27
OBJECT INSOLITE,19
OBRAS Y SERVICIOS ARESTON SL,45
OCHRE,16
OCMI-OTG SPA,27
OE INTERNATIONAL,45
OF INTERNI,27
OFFICINA CIANI,27
OFFICINA D`ESSAI SRL,45
OFFICINA LUCE,27
OFFICINE FACCO & C SPA,27
OFFICINE GULLO SRL,27
OFIFRAN SL,45
OIKOS SRL,27
OL.VA FILATI DI HUTEVYCH VALERIY,27
OL.VA FILATI DI HYTEVYCH VALERIY,27
OLDLINE SRL,27
OLE BY FM,45
OLE! by FM ILLUMINATIONS SL,45
OLGAPOL ENTERPRISE,45
OLIGO LICHTTECNIK GMBH,20
OLIVER TREUTLEIN GMBH,20
OLIVIERI SRL,27
OLMETEX SPA,27
OLUCE S.R..L.,27
OMA SRL,27
OMELETTE,45
OMES NEW PARK SRL,27
OMET SRL,27
OMP PORRO SPA,27
OMP PORRO SRL,27
OMRES ET FACETTES,19
OMS,43
ONDARRETA,45
ONDARRETA MESAS Y SILLAS SL,45
ONELEC S.L,45
ONEWORLDTRADING,16
ONIRO GROUP S.R.L.,27
ONIX CERAMICA SL,45
ONLIWOOD,27
ONOK LIGHTING,45
ONOK LIGHTING SA,45
OPLA,19
OPLA DISTRIBUTION,27
OPPIARELLI,27
OR ILLUMINAZIONE SRL,27
ORANGE LOGISTICS LLC,52
ORIGGI SALOTTI,27
ORIGGI SRL,27
ORIGINA BOOK SRL,27
ORIGINAL GROUP,30
ORION LEUCHTENFABRIK,2
ORMASER,27
ORSITALIA,27
OSAGO,20
OSBORNE & LITTLE,16
OSBORNE LIMITED,16
OSNA-TRANS,20
OSTER - DIE MOBELKOLLEKTION GMBH,20
OT Oliver Treutlein GMBH,20
OTECH SRL,27
OTY SRL,27
OUT OF THE BLUE KG,20
OUT OF THE DARK GROUP OY,18
OUVRONS LA PARENTHESE,19
OVERLOOK BUSINESS ATELIE,45
OZZIO DESIGN,27
Overgaard & Dyrman,15
P&G CUGINI LANZANI,27
PABLO REY BAUTISTA,45
PACINI CAPPELIINI SPA,27
PACO CARDEL,45
PAGANELLI SRL,27
PAGODA International n.v.,3
PALAZZANI SRL,27
PALE ILLUMINACION,45
PALMIERO SRL,27
PALOMBELLA,27
PAMESA CERAMICA SL,45
PAMONO GMBH,20
PAN AMUSEMENT AUSTERLANDS MILL,16
PAN INTERNATIONAL SRL,27
PANAMAR,45
PANARIA CERAMICA SRL,27
PANAZ,16
PANZERI CARLO SRL,27
PAOLO CASTELLI,27
PAOLO LUCCHETTA & C SNC,27
PAOLO VILLA DI GERALDINE VILLA,27
PARACHILNA,45
PARCHETTIFICIO UDERZO SRL,27
PARKER KNOLL UPHOLSTERY LTD,16
PARKER+FARR,16
PARQUES Y JARDINES FABREGAS SA,45
PARRI - BRF SRL,27
PARTNER ITALY DI ZVANKO DMITRY,27
PASQUALETTI HOME DECOR SNC,27
PASQUALI FRANCESCO,27
PASSAMANERIA,27
PASSERI INTERNATIONAL SRL,27
PASSIONE CASA,27
PASTORELLI SPA,27
PATAVIUMART SRL,27
PATINAS LIGHING,22
PATRIZIA GARGANTI SRL,27
PATRIZIA VOLPATO SNC,27
PATTBERG GmbH,20
PAULIN PAULIN PAULIN LTD,19
PAULINE H,27
PAULMANN,20
PAULOANTUNES,41
PBL DI BOVA PIERO & C SNC,27
PEACOCK HOME,52
PEACOCK MANUFACTURING CO,52
PECASO WEN HANG GROUP LLC,52
PEDINI SPA,27
PEDRALI SPA,27
PEDRET LIGHTING,45
PEDRO ORTIZ,45
PEHA ELEKTRO GMBH,20
PELLEGATTA SNC,27
PELLIZZARI MARMI E GRANITI SRL,27
PENTA LIGHT SRL,27
PENTAFORM SRL,27
PENTAGONO RUBINETERIE,27
PENTAMOBILI SRL,27
PEPE CABRERA,45
PEPE PENALVER,45
PERCUSSION PLAY LTD,16
PERENNIALS,52
PERFEZIONE,30
PERONDA CERAMICAS,45
PESCAROLLO SRL,27
PETER HUBER,20
PETRA ANTIQUA,27
PETRACER,27
PETRACER'S CERAMICS,27
PEYGRAN,45
PH COLLECTION,3
PHILIP WATTS,16
PHILLIP JEFFRIES,52
PI EMME SAS,27
PI GRECCO (NATUZZI),27
PIANCA,27
PIEL,45
PIEMY GROUP,27
PIERO REDAELLI & C SNC,27
PIERRE COLLECTION,19
PIERRE FREY (ENTREPOT),19
PIERRE ROCLE SAS,19
PIETER ADAM,36
PIETRE SANTAFIORA SRL,27
PIETRO RUSSO DESIGN,27
PIGOLI SALOTTI,27
PIJAR SUKMA,24
PINBALL NATIONS,52
PINETTI,27
PINOTTI ROBERTO,27
PINTI INOX SPA,27
PISSANO CERAMICA S.L.,45
PISSANO CERAMICA SL,45
PLAISANCE,41
PLANLICHT GMBH,2
PLASMADECOR,45
PLASTITALIA SPA,27
PLATEK,27
PLATINUM,36
PLAYPARC,20
PLEBANI SRL,27
PLM SRL,27
PLOUCQUET GMBH,20
PLURICOM SRL,27
PM4 MOBILI SRL,27
PMP FURNITURE BV,36
POESIA,27
POGGENPOHL,20
POINT SL,45
POLARIS DESIGNED FOR LIVING SRL,27
POLARIS SAS,27
POLIFORM SPA,27
POLITEX ITALIA SRL,27
POLIURETANOS RIVAS SA,45
POLO GROUP SRL,27
POLS POTTEN,36
POLTROMOT 1974,27
POLTRONA FRAU SPA,27
POLTRONE E DIVANI SRL,27
POLYMAN MATERIALS TECHNOLOGY,11
PONCE BERGA,52
POOL,19
POPE SCIENTIFIC INC,52
PORADA ARREDI SRL,27
PORCEL,41
PORCELAINES DESHOULIERES,19
PORCELAINES JACQUES PERGAY,39
PORCELANAS DEL MARE NOSTRUM SA,45
PORTA LATINA FURNITURE SL,45
PORTA ROMANA,16
PORTA&BINI RUBINETTERIE SRL,27
PORTEINDOOR,27
PORZELLANMANUFAKTUR REICHENBACH GMBH,20
POSSONI ILLUMINAZIONE,27
POTOCCO SPA,27
POTTERY BARN TEEN,52
POTTERYBARN,52
POUENAT,19
POWELL&BONELL,10
POZZOLI GROUP SRL,27
POZZOLi SRL,27
PRADDY SLU,41
PRADDY UNIPESSOAL LDA,41
PRAGOTECNA SPA,27
PRANDINA,27
PREARO COLLEZIONE LUCE SRL,27
PRECIOSA LIGHTING,14
PREGNO SRL,27
PREMEX REACTOR AG,47
PREMIUM ALLIANZ GMBH,20
PREMIUMWERRK GMBH,20
PRES BLOCK SPA,27
PRESOTTO INDUSTRIE MOBILI SPA,27
PRESTIGE SRL,27
PRESTIGIOUS TEXTILES LTD,16
PRESTON BUSINESS UNITED INC,14
PRIANERA,27
PRIMARTE SL,45
PRIME PEDAL KARTS,52
PRIMUS,20
PRIVATE LABEL LDA,41
PRIVATE PERSON (GERMANY),20
PRIVATE PERSON (ITALY),27
PRIVATE PERSON (SPAIN),45
PRO BO EXPRESS SNC,27
"PRO-FAB, S.L.",45
PRODUZIONE PRIVATA,20
PROFILTEK SPAIN SA,45
PROFIN,18
PROFORMA DISENO SL,45
PROGEA,27
PROGEA INTERNATIONAL LTD,27
PROGETTI,45
PROGETTO DESIGN INTERNATIONAL S.R.L.,27
PROGRESS PROFILES SPA,27
PROLICHT GMBH,2
PROVASI SRL,27
PROVEEDOR PRIVADO,45
PT SKYLINE JAKARTA,24
PT SKYLINE JAYA,24
PT SKYLINE SURABAYA,24
PTMD COLLECTION,36
PUERTAS ALPUJARRA,45
PUGI.RG,27
PUJOL ILUMINACION,45
PULITOR SRL,27
PUNT SL,45
PUNTOTRE SRL,27
PUREDESIGN SRL,27
PYTON SLU,45
Patina by Codital Srl,27
Pedro Alejandro Budia Cabeza,45
Pinger,11
Plaspack Netze Gmbh,20
QEEBOO MILANO SRL,27
QUADRIFOGLIO SISTEMI D'ARREDO SPA,27
QUAGLIOTTI SPA,27
QUAINT&QUALITY,45
QUALIKO SRL,27
QUARTET SRL,27
QUARTIGLIA SPA,27
QUASAR HOLLAND,36
QUINETTE GALLAY RENAISSANCE,19
QUINTI SEDUTE SRL,27
QUORUM SRL,27
QWORLD SRL,27
Qingdao Vland (KDN) Biotech Group,11
R&S INTERIOR DESIGN,45
R&Y Augousti,19
R-LIGHT GmbH,20
R. ERRE SRL - Romagnoli Porte,27
RA MOBILI,27
RAB SL,27
RACCORDERIE METALLICHE SPA,27
RADIANTDETAIL SA,41
RADICE SNC,27
RADIUS,20
RAFA-KIDS,36
RAFAEL CATALA,45
RAFFIN 1976 SRL,27
RAFSOL,45
RAINATO SAS,27
RALPH LAUREN CORPORATION,52
RALPH LAURENT,52
RALPH PUCCI INC,52
RAM INTERNATIONAL,27
RAMPOLDI CREATIONS,27
RARE STONES SL,45
RASCH TEXTIL,20
RASTAL,20
RATTAN WOODESIGN SRL,27
RATTI GROUP SPA,27
RAVASI SALOTTI,27
RBB & CO,27
RDV,27
RE DELLA CARTA EK,20
REAL SETA,27
RECASENS SA,45
RECORD CUCINE SRL,27
REDECO,27
REFLECTION COPENHAGEN,15
REFLEX SPA,27
REGIA SRL,27
REGINA DESIGN SRL,27
REGIONE CALABRIA DIPARTIMENTO TURISMO,27
REIG MARTI SA,45
RELAX & LIVING,27
RENATO PIRALLA SRL,27
RENAU TRANSPORTADORS SL,45
RENAUD REGNIER,19
RENE HERAUD,19
RENZO DEL VENTISETTE,27
RENZO ROMANGNOLI,27
RES SRL,27
RESOURCE DECOR LTD,16
RESS,20
RESTART FIRENZE SRL,27
RESTARTMILANO SR,27
RESTORATION HARDWARE,52
REVIGLASS,45
REXA,27
REXA DESIGN,27
RHO MOBILI D'EPOCA,27
RI FRA MOBILI SRL,27
RI FRA MOBILI SRL,27
RICA I PONS,45
RICAMIFICIO F.LLI TESTA SNC,27
RICAMIFICIO FRATELLI TESTA,27
RICCARDO RIVOLI DESIGN,27
RICCI CERAMICHE SRL,27
RICHARD BRENDON LTD,16
RICHARD TAYLOR DESIGN,52
RICHMOND INTERIORS BV,36
RIGARLAMP SL,45
RIGHETTO,27
RIGOSALOTTI SRL,27
RIMADESIO SPA,27
RIMALUZ,45
RINO GREGGIO ARGENTERIE SPA,27
RIOMA SA,45
RIPERLAMP ILUMINACION,45
RIVA 1920,27
RIVA MOBILI D’ARTE SRL,27
RIVAS POLIURETANOS,45
RIVATELIER SRL,27
RIVIERE,27
RIVOLTA ARREDAMENTI SRL,27
RIVOLTA CARMIGNANI S.p.A.,27
RMD,45
ROBBE&BERKING,20
ROBERS-LEUCHTEN GMBH,20
ROBERT MOBLES SELECCIO SL,45
ROBERTI RATTAN,27
ROBERTO GIOVANNINI SRL,27
ROCHE BOBOLS,20
ROGU / DEO / MARDU,45
ROLAND SCHMIDT DESIGN GMBH,20
ROLF BENZ AG,20
ROLL&HILL,52
ROMAN NELLO DI BOCCA R & ROMAN D & C SAS,27
ROMAN NELLO SAS,27
ROMO LTD,16
ROOM SRL,27
RORY DOBNER LTD,16
ROS SRL,27
ROSA GRES,27
ROSATI LORENZO,27
ROSENTHAL GMBH,20
ROSHES BOBOIS,19
ROSSETTO ARREDAMENTI S.r.l.,27
ROSSI & LERSA SRL,27
ROSSI DI ALBIZZATE,27
ROSTIROLLA,27
ROTALIANA,27
ROTPUNKT KUCHEN GMBH,20
ROUSSELET ROBATEL KROMATON,19
ROWE FURNITURE,52
ROYAL BOTANIA NV,36
ROYAL GLASS BOHEMIA 1905 SRO,14
ROZZONI MOBILI SRL,27
RS BARSELONA,45
RUBELLI SPA,27
RUBINETTERIA BUGNATESE SRL,27
RUBINETTERIA GIULINI GIOVANNI SRL,27
RUBINETTERIA MALGORANI PIETRO SRL,27
RUBINETTERIE 3M,27
RUBINETTERIE F.LLI FRATTINI SPA,27
RUBINETTERIE RITMONIO SRL,27
RUBINETTERIE STELLA SPA,27
